"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Prismasol Bgk 2/3.5 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bgk 4/0 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bgk 4/0/1.2 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bgk 4/2.5 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bgk 4/3.5 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bk 0/0 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bk 0/0/1.2 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bk 0/3.5 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prismasol Bk 4/2.5 In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Lactic Acid; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Isolyte E In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Isolyte E W/ Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Plasma-Lyte M And Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Isolyte R In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Isolyte R W/ Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte Concentrate W/ Dextrose 30% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte Concentrate W/ Dextrose 50% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 1.5% Low Magnesium In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 1.5% Low Magnesium Low Calcium In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 2.5% Low Magnesium In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 2.5% Low Magnesium Low Calcium In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 3.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 4.25% Low Magnesium In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex W/ Dextrose 4.25% Low Magnesium Low Calcium In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex-Lm W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex-Lm W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex-Lm W/ Dextrose 3.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Delflex-Lm W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte Lm/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte Lm/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dialyte Lm/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal 137 W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal 137 W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal 137 W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Low Calcium W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Low Calcium W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Low Calcium W/ Dextrose 3.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Low Calcium W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-1 W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-1 W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-1 W/ Dextrose 3.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-1 W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-2 W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-2 W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-2 W/ Dextrose 3.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dianeal Pd-2 W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Lc/Lm W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Lc/Lm W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Lc/Lm W/ Dextrose 3.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Lc/Lm W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Elliotts B Solution",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Magnesium Sulfate; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Phosphate, Dibasic, Heptahydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 5% In Acetated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 2.5% In Half-Strength Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 4% In Modified Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 5% In Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Lactated Ringer'S And Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 10Meq In Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 15Meq In Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 20Meq In Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 30Meq In Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 40Meq In Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 5Meq In Dextrose 5% And Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 5% And Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dextrose 5% In Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Zm W/ Dextrose 1.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Zm W/ Dextrose 2.5% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Inpersol-Zm W/ Dextrose 4.25% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Dextrose; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Balanced Salt",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Bss",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Isolyte E In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Plasma-Lyte R In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Tpn Electrolytes In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Cardioplegic In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Plegisol In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Acetated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lactated Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Potassium Chloride; Sodium Chloride; Sodium Lactate']","2010-12-13T00:00:00",FALSE,0,1000
"Ringer'S In Plastic Container",0.35,"Therapy","[u'Calcium Chloride; Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Calcium Chloride 10% In Plastic Container",0.35,"Therapy","[u'Calcium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Isopaque 440",0.35,"Therapy","[u'Calcium Metrizoate; Meglumine Metrizoate; Metrizoate Magnesium; Metrizoate Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Isopaque 280",0.35,"Therapy","[u'Calcium; Meglumine; Metrizoic Acid']","2010-12-13T00:00:00",FALSE,0,1000
"Infasurf Preservative Free",0.35,"Therapy","[u'Calfactant']","2010-12-13T00:00:00",FALSE,0,1000
"Ilaris",0.35,"Therapy","[u'Canakinumab']","2010-12-13T00:00:00",FALSE,0,1000
"Atacand Hct",0.35,"Therapy","[u'Candesartan Cilexetil; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Atacand",0.35,"Therapy","[u'Candesartan Cilexetil']","2010-12-13T00:00:00",FALSE,0,1000
"Vanobid",0.35,"Therapy","[u'Candicidin']","2010-12-13T00:00:00",FALSE,0,1000
"Xeloda",0.35,"Therapy","[u'Capecitabine']","2010-12-13T00:00:00",FALSE,0,1000
"Capastat Sulfate",0.35,"Therapy","[u'Capreomycin Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Prostascint",0.35,"Therapy","[u'Capromab Pendetide']","2010-12-13T00:00:00",FALSE,0,1000
"Qutenza",0.35,"Therapy","[u'Capsaicin']","2010-12-13T00:00:00",FALSE,0,1000
"Capozide 25/15",0.35,"Therapy","[u'Captopril; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Capozide 25/25",0.35,"Therapy","[u'Captopril; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Capozide 50/15",0.35,"Therapy","[u'Captopril; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Capozide 50/25",0.35,"Therapy","[u'Captopril; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Captopril And Hydrochlorothiazide",0.35,"Therapy","[u'Captopril; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Capoten",0.35,"Therapy","[u'Captopril']","2010-12-13T00:00:00",FALSE,0,1000
"Carbastat",0.35,"Therapy","[u'Carbachol']","2010-12-13T00:00:00",FALSE,0,1000
"Miostat",0.35,"Therapy","[u'Carbachol']","2010-12-13T00:00:00",FALSE,0,1000
"Carbatrol",0.35,"Therapy","[u'Carbamazepine']","2010-12-13T00:00:00",FALSE,0,1000
"Epitol",0.35,"Therapy","[u'Carbamazepine']","2010-12-13T00:00:00",FALSE,0,1000
"Equetro",0.35,"Therapy","[u'Carbamazepine']","2010-12-13T00:00:00",FALSE,0,1000
"Tegretol",0.35,"Therapy","[u'Carbamazepine']","2010-12-13T00:00:00",FALSE,0,1000
"Tegretol-Xr",0.35,"Therapy","[u'Carbamazepine']","2010-12-13T00:00:00",FALSE,0,1000
"Teril",0.35,"Therapy","[u'Carbamazepine']","2010-12-13T00:00:00",FALSE,0,1000
"Geopen",0.35,"Therapy","[u'Carbenicillin Disodium']","2010-12-13T00:00:00",FALSE,0,1000
"Pyopen",0.35,"Therapy","[u'Carbenicillin Disodium']","2010-12-13T00:00:00",FALSE,0,1000
"Geocillin",0.35,"Therapy","[u'Carbenicillin Indanyl Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Stalevo 100",0.35,"Therapy","[u'Carbidopa; Entacapone; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Stalevo 125",0.35,"Therapy","[u'Carbidopa; Entacapone; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Stalevo 150",0.35,"Therapy","[u'Carbidopa; Entacapone; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Stalevo 200",0.35,"Therapy","[u'Carbidopa; Entacapone; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Stalevo 50",0.35,"Therapy","[u'Carbidopa; Entacapone; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Stalevo 75",0.35,"Therapy","[u'Carbidopa; Entacapone; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Carbidopa And Levodopa",0.35,"Therapy","[u'Carbidopa; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Carbilev",0.35,"Therapy","[u'Carbidopa; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Parcopa",0.35,"Therapy","[u'Carbidopa; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Sinemet",0.35,"Therapy","[u'Carbidopa; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Sinemet Cr",0.35,"Therapy","[u'Carbidopa; Levodopa']","2010-12-13T00:00:00",FALSE,0,1000
"Lodosyn",0.35,"Therapy","[u'Carbidopa']","2010-12-13T00:00:00",FALSE,0,1000
"Clistin",0.35,"Therapy","[u'Carbinoxamine Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Paraplatin",0.35,"Therapy","[u'Carboplatin']","2010-12-13T00:00:00",FALSE,0,1000
"Hemabate",0.35,"Therapy","[u'Carboprost Tromethamine']","2010-12-13T00:00:00",FALSE,0,1000
"Carbaglu",0.35,"Therapy","[u'Carglumic Acid']","2010-12-13T00:00:00",FALSE,0,1000
"Rela",0.35,"Therapy","[u'Carisoprodol']","2010-12-13T00:00:00",FALSE,0,1000
"Soma",0.35,"Therapy","[u'Carisoprodol']","2010-12-13T00:00:00",FALSE,0,1000
"Bicnu",0.35,"Therapy","[u'Carmustine']","2010-12-13T00:00:00",FALSE,0,1000
"Gliadel",0.35,"Therapy","[u'Carmustine']","2010-12-13T00:00:00",FALSE,0,1000
"Proketazine",0.35,"Therapy","[u'Carphenazine Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Rimadyl",0.35,"Therapy","[u'Carprofen']","2010-12-13T00:00:00",FALSE,0,1000
"Cartrol",0.35,"Therapy","[u'Carteolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ocupress",0.35,"Therapy","[u'Carteolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Coreg Cr",0.35,"Therapy","[u'Carvedilol Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Coreg",0.35,"Therapy","[u'Carvedilol']","2010-12-13T00:00:00",FALSE,0,1000
"Cancidas",0.35,"Therapy","[u'Caspofungin Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Ceclor",0.35,"Therapy","[u'Cefaclor']","2010-12-13T00:00:00",FALSE,0,1000
"Ceclor Cd",0.35,"Therapy","[u'Cefaclor']","2010-12-13T00:00:00",FALSE,0,1000
"Raniclor",0.35,"Therapy","[u'Cefaclor']","2010-12-13T00:00:00",FALSE,0,1000
"Cefadroxil",0.35,"Therapy","[u'Cefadroxil/Cefadroxil Hemihydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Duricef",0.35,"Therapy","[u'Cefadroxil/Cefadroxil Hemihydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Ultracef",0.35,"Therapy","[u'Cefadroxil/Cefadroxil Hemihydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Mandol",0.35,"Therapy","[u'Cefamandole Nafate']","2010-12-13T00:00:00",FALSE,0,1000
"Ancef",0.35,"Therapy","[u'Cefazolin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Ancef In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Cefazolin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Ancef In Plastic Container",0.35,"Therapy","[u'Cefazolin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Ancef In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Cefazolin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Cefazolin And Dextrose",0.35,"Therapy","[u'Cefazolin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
