"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale"
"Fexofenadine Hcl; Pseudoephedrine Hcl",,"Therapy","[u'Fexofenadine Hydrochloride; Pseudoephedrine Hydrochloride']",,
"Fexofenadine Hydrochloride",,"Therapy",,,
"Fexofenadine Hydrochloride And Pseudoephedrine Hydrochloride",,"Therapy","[u'Fexofenadine Hydrochloride; Pseudoephedrine Hydrochloride']",,
"Fexofenadine Hydrochloride; Pseudoephedrin Hydrochloride",,"Therapy","[u'Fexofenadine Hydrochloride; Pseudoephedrine Hydrochloride']",,
"Fexofenadine Hydrochloride; Pseudoephedrine Hydrochloride",,"Therapy",,,
"Fibricor",,"Therapy","[u'Fenofibric Acid']",,
"Finacea",,"Therapy","[u'Azelaic Acid']",,
"Finasteride",,"Therapy",,,
"Fioricet",,"Therapy","[u'Acetaminophen; Butalbital; Caffeine']",,
"Fioricet W/ Codeine",,"Therapy","[u'Acetaminophen; Butalbital; Caffeine; Codeine Phosphate']",,
"Fiorinal",,"Therapy","[u'Aspirin; Butalbital; Caffeine']",,
"Fiorinal W/Codeine",,"Therapy","[u'Aspirin; Butalbital; Caffeine; Codeine Phosphate']",,
"Firmagon",,"Therapy","[u'Degarelix Acetate']",,
"Flagyl",,"Therapy","[u'Metronidazole']",,
"Flagyl Er",,"Therapy","[u'Metronidazole']",,
"Flagyl I.V.",,"Therapy","[u'Metronidazole Hydrochloride']",,
"Flagyl I.V. Rtu In Plastic Container",,"Therapy","[u'Metronidazole']",,
"Flarex",,"Therapy","[u'Fluorometholone Acetate']",,
"Flavored Colestid",,"Therapy","[u'Colestipol Hydrochloride']",,
"Flavoxate Hydrochloride",,"Therapy",,,
"Flaxedil",,"Therapy","[u'Gallamine Triethiodide']",,
"Flecainide Acetate",,"Therapy",,,
"Flector",,"Therapy","[u'Diclofenac Epolamine']",,
"Flexeril",,"Therapy","[u'Cyclobenzaprine Hydrochloride']",,
"Flexicort",,"Therapy","[u'Hydrocortisone']",,
"Flo-Pred",,"Therapy","[u'Prednisolone Acetate']",,
"Flolan",,"Therapy","[u'Epoprostenol Sodium']",,
"Flomax",,"Therapy","[u'Tamsulosin Hydrochloride']",,
"Flonase",,"Therapy","[u'Fluticasone Propionate']",,
"Florinef",,"Therapy","[u'Fludrocortisone Acetate']",,
"Florone",,"Therapy","[u'Diflorasone Diacetate']",,
"Florone E",,"Therapy","[u'Diflorasone Diacetate']",,
"Floropryl",,"Therapy","[u'Isoflurophate']",,
"Flovent",,"Therapy","[u'Fluticasone Propionate']",,
"Flovent Diskus 100",,"Therapy","[u'Fluticasone Propionate']",,
"Flovent Diskus 250",,"Therapy","[u'Fluticasone Propionate']",,
"Flovent Diskus 50",,"Therapy","[u'Fluticasone Propionate']",,
"Flovent Hfa",,"Therapy","[u'Fluticasone Propionate']",,
"Floxin",,"Therapy","[u'Ofloxacin']",,
"Floxin In Dextrose 5%",,"Therapy","[u'Ofloxacin']",,
"Floxin In Dextrose 5% In Plastic Container",,"Therapy","[u'Ofloxacin']",,
"Floxin Otic",,"Therapy","[u'Ofloxacin']",,
"Floxuridine",,"Therapy",,,
"Flucanazole In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Fluconazole']",,
"Fluconazole",,"Therapy",,,
"Fluconazole In Dextrose 5% In Plastic Container",,"Therapy","[u'Fluconazole']",,
"Fluconazole In Sodium Chloride 0.9%",,"Therapy","[u'Fluconazole']",,
"Fluconazole In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Fluconazole']",,
"Fludara",,"Therapy","[u'Fludarabine Phosphate']",,
"Fludarabine Phosphate",,"Therapy",,,
"Fludeoxyglucose F 18",,"Therapy","[u'Fludeoxyglucose F-18']",,
"Fludeoxyglucose F18",,"Therapy","[u'Fludeoxyglucose F-18']",,
"Fludrocortisone Acetate",,"Therapy",,,
"Fluidil",,"Therapy","[u'Cyclothiazide']",,
"Flumadine",,"Therapy","[u'Rimantadine Hydrochloride']",,
"Flumazenil",,"Therapy",,,
"Flunisolide",,"Therapy",,,
"Fluocet",,"Therapy","[u'Fluocinolone Acetonide']",,
"Fluocinolone Acetonide",,"Therapy",,,
"Fluocinonide",,"Therapy",,,
"Fluocinonide Emulsified Base",,"Therapy","[u'Fluocinonide']",,
"Fluonid",,"Therapy","[u'Fluocinolone Acetonide']",,
"Fluor-Op",,"Therapy","[u'Fluorometholone']",,
"Fluorescite",,"Therapy","[u'Fluorescein Sodium']",,
"Fluorine F-18",,"Therapy","[u'Sodium Fluoride F-18']",,
"Fluoroplex",,"Therapy","[u'Fluorouracil']",,
"Fluorouracil",,"Therapy",,,
"Fluothane",,"Therapy","[u'Halothane']",,
"Fluotrex",,"Therapy","[u'Fluocinolone Acetonide']",,
"Fluoxetine",,"Therapy","[u'Fluoxetine Hydrochloride']",,
"Fluoxetine Hydrochloride",,"Therapy",,,
"Fluoxymesterone",,"Therapy",,,
"Fluphenazine",,"Therapy","[u'Fluphenazine Decanoate']",,
"Fluphenazine Decanoate",,"Therapy",,,
"Fluphenazine Hcl",,"Therapy","[u'Fluphenazine Hydrochloride']",,
"Fluphenazine Hydrochloride",,"Therapy",,,
"Flurandrenolide",,"Therapy",,,
"Flurazepam Hydrochloride",,"Therapy",,,
"Flurbiprofen",,"Therapy",,,
"Flurbiprofen Sodium",,"Therapy",,,
"Flutamide",,"Therapy",,,
"Flutex",,"Therapy","[u'Triamcinolone Acetonide']",,
"Fluticasone Propionate",,"Therapy",,,
"Fluvastatin",,"Therapy",,,
"Fluvastatin Sodium",,"Therapy",,,
"Fluvoxamine Maleate",,"Therapy",,,
"Fluxid",,"Therapy","[u'Famotidine']",,
"Fml",,"Therapy","[u'Fluorometholone']",,
"Fml Forte",,"Therapy","[u'Fluorometholone']",,
"Fml-S",,"Therapy","[u'Fluorometholone; Sulfacetamide Sodium']",,
"Foamcoat",,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']",,
"Foamicon",,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']",,
"Focalin",,"Therapy","[u'Dexmethylphenidate Hydrochloride']",,
"Focalin Xr",,"Therapy","[u'Dexmethylphenidate Hydrochloride']",,
"Folex",,"Therapy","[u'Methotrexate Sodium']",,
"Folex Pfs",,"Therapy","[u'Methotrexate Sodium']",,
"Folic Acid",,"Therapy",,,
"Folicet",,"Therapy","[u'Folic Acid']",,
"Follistim",,"Therapy","[u'Follitropin Alfa/Beta']",,
"Follistim Aq",,"Therapy","[u'Follitropin Alfa/Beta']",,
"Follutein",,"Therapy","[u'Gonadotropin, Chorionic']",,
"Folotyn",,"Therapy","[u'Pralatrexate']",,
"Folvite",,"Therapy","[u'Folic Acid']",,
"Folvron",,"Therapy","[u'Ferrous Sulfate; Folic Acid']",,
"Fomepizole",,"Therapy",,,
"Foradil",,"Therapy","[u'Formoterol Fumarate']",,
"Foradil Certihaler",,"Therapy","[u'Formoterol Fumarate']",,
"Forane",,"Therapy","[u'Isoflurane']",,
"Forbaxin",,"Therapy","[u'Methocarbamol']",,
"Fortamet",,"Therapy","[u'Metformin Hydrochloride']",,
"Fortaz",,"Therapy","[u'Ceftazidime']",,
"Fortaz In Plastic Container",,"Therapy","[u'Ceftazidime Sodium']",,
"Forteo",,"Therapy","[u'Teriparatide Recombinant Human']",,
"Fortesta",,"Therapy","[u'Testosterone']",,
"Fortical",,"Therapy","[u'Calcitonin Salmon Recombinant']",,
"Fortovase",,"Therapy","[u'Saquinavir']",,
"Fosamax",,"Therapy","[u'Alendronate Sodium']",,
"Fosamax Plus D",,"Therapy","[u'Alendronate Sodium; Cholecalciferol']",,
"Foscarnet Sodium",,"Therapy",,,
"Foscavir",,"Therapy","[u'Foscarnet Sodium']",,
"Fosinopril Sodium",,"Therapy",,,
"Fosinopril Sodium And Hydrochlorothiazide",,"Therapy","[u'Fosinopril Sodium; Hydrochlorothiazide']",,
"Fosphenytoin Sodium",,"Therapy",,,
"Fosrenol",,"Therapy","[u'Lanthanum Carbonate']",,
"Fovane",,"Therapy","[u'Benzthiazide']",,
"Fragmin",,"Therapy","[u'Dalteparin Sodium']",,
"Freamine 8.5%",,"Therapy","[u'Amino Acids']",,
"Freamine Hbc 6.9%",,"Therapy","[u'Amino Acids']",,
"Freamine Ii 8.5%",,"Therapy","[u'Amino Acids']",,
"Freamine Iii 10%",,"Therapy","[u'Amino Acids']",,
"Freamine Iii 3% W/ Electrolytes",,"Therapy","[u'Amino Acids; Magnesium Acetate; Phosphoric Acid; Potassium Chloride; Sodium Acetate; Sodium Chloride']",,
"Freamine Iii 8.5%",,"Therapy","[u'Amino Acids']",,
"Freamine Iii 8.5% W/ Electrolytes",,"Therapy","[u'Amino Acids; Magnesium Acetate; Phosphoric Acid; Potassium Acetate; Potassium Chloride; Sodium Acetate']",,
"Frova",,"Therapy","[u'Frovatriptan Succinate']",,
"Fudr",,"Therapy","[u'Floxuridine']",,
"Fulconazole In Dextrose 5% In Plastic Container",,"Therapy","[u'Fluconazole']",,
"Fulvicin P/G",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Fulvicin P/G 165",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Fulvicin P/G 330",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Fulvicin-U/F",,"Therapy","[u'Griseofulvin, Microcrystalline']",,
"Funduscein-25",,"Therapy","[u'Fluorescein Sodium']",,
"Fungizone",,"Therapy","[u'Amphotericin B']",,
"Furacin",,"Therapy","[u'Nitrofurazone']",,
"Furadantin",,"Therapy","[u'Nitrofurantoin']",,
"Furalan",,"Therapy","[u'Nitrofurantoin']",,
"Furosemide",,"Therapy",,,
"Furoxone",,"Therapy","[u'Furazolidone']",,
"Fusilev",,"Therapy","[u'Levoleucovorin Calcium']",,
"Fuzeon",,"Therapy","[u'Enfuvirtide']",,
"Gabapentin",,"Therapy",,,
"Gabitril",,"Therapy","[u'Tiagabine Hydrochloride']",,
"Gablofen",,"Therapy","[u'Baclofen']",,
"Galantamine Hydrobromide",,"Therapy",,,
"Gallium Citrate Ga 67",,"Therapy","[u'Gallium Citrate Ga-67']",,
"Galzin",,"Therapy","[u'Zinc Acetate']",,
"Gamene",,"Therapy","[u'Lindane']",,
"Gamophen",,"Therapy","[u'Hexachlorophene']",,
"Ganciclovir",,"Therapy","[u'Ganciclovir Sodium']",,
"Ganciclovir Sodium",,"Therapy",,,
"Ganirelix Acetate Injection",,"Therapy","[u'Ganirelix Acetate']",,
"Ganite",,"Therapy","[u'Gallium Nitrate']",,
"Gantanol",,"Therapy","[u'Sulfamethoxazole']",,
"Gantanol-Ds",,"Therapy","[u'Sulfamethoxazole']",,
"Gantrisin",,"Therapy","[u'Sulfisoxazole Acetyl']",,
"Gantrisin Pediatric",,"Therapy","[u'Sulfisoxazole Acetyl']",,
"Garamycin",,"Therapy","[u'Gentamicin Sulfate']",,
"Gastrocrom",,"Therapy","[u'Cromolyn Sodium']",,
"Gastrografin",,"Therapy","[u'Diatrizoate Meglumine; Diatrizoate Sodium']",,
"Gastromark",,"Therapy","[u'Ferumoxsil']",,
"Gastrovist",,"Therapy","[u'Diatrizoate Meglumine; Diatrizoate Sodium']",,
"Gatifloxacin",,"Therapy",,,
"Gaviscon",,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']",,
"Gelnique",,"Therapy","[u'Oxybutynin Chloride']",,
"Gemcitabine",,"Therapy",,,
"Gemcitabine Hydrochloride",,"Therapy",,,
"Gemfibrozil",,"Therapy",,,
"Gemifloxacin Mesylate",,"Therapy",,,
"Gemonil",,"Therapy","[u'Metharbital']",,
"Gemzar",,"Therapy","[u'Gemcitabine Hydrochloride']",,
"Gen-Xene",,"Therapy","[u'Clorazepate Dipotassium']",,
"Genapax",,"Therapy","[u'Gentian Violet']",,
"Gencept 10/11-21",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Gencept 10/11-28",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Generlac",,"Therapy","[u'Lactulose']",,
"Genesa",,"Therapy","[u'Arbutamine Hydrochloride']",,
"Gengraf",,"Therapy","[u'Cyclosporine']",,
"Genoptic",,"Therapy","[u'Gentamicin Sulfate']",,
"Genotropin",,"Therapy","[u'Somatropin Recombinant']",,
"Genotropin Preservative Free",,"Therapy","[u'Somatropin Recombinant']",,
"Gentacidin",,"Therapy","[u'Gentamicin Sulfate']",,
"Gentafair",,"Therapy","[u'Gentamicin Sulfate']",,
"Gentak",,"Therapy","[u'Gentamicin Sulfate']",,
"Gentamicin",,"Therapy","[u'Gentamicin Sulfate']",,
"Gentamicin Sulfate",,"Therapy",,,
"Gentamicin Sulfate In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Gentamicin Sulfate']",,
"Geocillin",,"Therapy","[u'Carbenicillin Indanyl Sodium']",,
"Geodon",,"Therapy","[u'Ziprasidone Hydrochloride']",,
"Geopen",,"Therapy","[u'Carbenicillin Disodium']",,
"Geref",,"Therapy","[u'Sermorelin Acetate']",,
"Gerimal",,"Therapy","[u'Ergoloid Mesylates']",,
"Germa-Medica",,"Therapy","[u'Hexachlorophene']",,
"Germa-Medica ""Mg""",,"Therapy","[u'Hexachlorophene']",,
"Gilenya",,"Therapy","[u'Fingolimod']",,
"Gleevec",,"Therapy","[u'Imatinib Mesylate']",,
"Gliadel",,"Therapy","[u'Carmustine']",,
"Glimepiride",,"Therapy",,,
"Glipizide",,"Therapy",,,
"Glipizide And Metformin Hydrochloride",,"Therapy","[u'Glipizide; Metformin Hydrochloride']",,
"Glofil-125",,"Therapy","[u'Iothalamate Sodium I-125']",,
"Glucagen",,"Therapy","[u'Glucagon Hydrochloride Recombinant']",,
"Glucagon",,"Therapy","[u'Glucagon Hydrochloride']",,
"Glucamide",,"Therapy","[u'Chlorpropamide']",,
"Glucophage",,"Therapy","[u'Metformin Hydrochloride']",,
"Glucophage Xr",,"Therapy","[u'Metformin Hydrochloride']",,
"Glucoscan",,"Therapy","[u'Technetium Tc-99M Gluceptate Kit']",,
"Glucotrol",,"Therapy","[u'Glipizide']",,
"Glucotrol Xl",,"Therapy","[u'Glipizide']",,
"Glucovance",,"Therapy","[u'Glyburide; Metformin Hydrochloride']",,
"Glumetza",,"Therapy","[u'Metformin Hydrochloride']",,
"Glutethimide",,"Therapy",,,
"Glyburide",,"Therapy",,,
"Glyburide (Micronized)",,"Therapy","[u'Glyburide']",,
"Glyburide And Metformin Hydrochloride",,"Therapy","[u'Glyburide; Metformin Hydrochloride']",,
"Glycine 1.5% In Plastic Container",,"Therapy","[u'Glycine']",,
"Glycolax",,"Therapy","[u'Polyethylene Glycol 3350']",,
"Glycoprep",,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']",,
"Glycopyrrolate",,"Therapy",,,
"Glycort",,"Therapy","[u'Hydrocortisone']",,
"Glynase",,"Therapy","[u'Glyburide']",,
"Glyset",,"Therapy","[u'Miglitol']",,
"Go-Evac",,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']",,
"Golytely",,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']",,
"Gonal-F",,"Therapy","[u'Follitropin Alfa/Beta']",,
"Gonal-F Rff",,"Therapy","[u'Follitropin Alfa/Beta']",,
"Gonal-F Rff Pen",,"Therapy","[u'Follitropin Alfa/Beta']",,
"Gralise",,"Therapy","[u'Gabapentin']",,
"Granisetron Hydrochloride",,"Therapy",,,
"Granisetron Hydrochloride Preservative Free",,"Therapy","[u'Granisetron Hydrochloride']",,
"Granisteron Hydrochloride",,"Therapy","[u'Granisetron Hydrochloride']",,
"Grifulvin V",,"Therapy","[u'Griseofulvin, Microcrystalline']",,
"Gris-Peg",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Grisactin",,"Therapy","[u'Griseofulvin, Microcrystalline']",,
"Grisactin Ultra",,"Therapy","[u'Griseofulvin, Ultramicrocrystalline']",,
"Griseofulvin",,"Therapy",,,
"Guanabenz Acetate",,"Therapy",,,
"Guanethidine Monosulfate",,"Therapy",,,
"Guanfacine Hydrochloride",,"Therapy",,,
"Guanidine Hydrochloride",,"Therapy",,,
"Gvs",,"Therapy","[u'Gentian Violet']",,
"Gynazole-1",,"Therapy","[u'Butoconazole Nitrate']",,
"Gyne-Lotrimin",,"Therapy","[u'Clotrimazole']",,
"Gyne-Lotrimin 3",,"Therapy","[u'Clotrimazole']",,
"Gyne-Lotrimin 3 Combination Pack",,"Therapy","[u'Clotrimazole']",,
"Gyne-Lotrimin Combination Pack",,"Therapy","[u'Clotrimazole']",,
"Gyne-Sulf",,"Therapy","[u'Triple Sulfa (Sulfabenzamide;Sulfacetamide;Sulfathiazole)']",,
"Gynix",,"Therapy","[u'Clotrimazole']",,
"Gynodiol",,"Therapy","[u'Estradiol']",,
"Gynorest",,"Therapy","[u'Dydrogesterone']",,
"H-Cort",,"Therapy","[u'Hydrocortisone']",,
"H.P. Acthar Gel",,"Therapy","[u'Repository Corticotropin']",,
"H.R.-50",,"Therapy","[u'Hydrochlorothiazide; Reserpine']",,
"Habitrol",,"Therapy","[u'Nicotine']",,
"Halaven",,"Therapy","[u'Eribulin Mesylate']",,
"Halcion",,"Therapy","[u'Triazolam']",,
"Haldol",,"Therapy","[u'Haloperidol Decanoate']",,
"Haldol Solutab",,"Therapy","[u'Haloperidol']",,
"Haldrone",,"Therapy","[u'Paramethasone Acetate']",,
"Halfan",,"Therapy","[u'Halofantrine Hydrochloride']",,
"Halflytely",,"Therapy","[u'Bisacodyl; Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']",,
"Halobetasol Propionate",,"Therapy",,,
"Halog",,"Therapy","[u'Halcinonide']",,
"Halog-E",,"Therapy","[u'Halcinonide']",,
"Haloperidol",,"Therapy","[u'Haloperidol Lactate']",,
"Haloperidol Decanoate",,"Therapy",,,
"Haloperidol Intensol",,"Therapy","[u'Haloperidol Lactate']",,
"Haloperidol Lactate",,"Therapy",,,
"Halotestin",,"Therapy","[u'Fluoxymesterone']",,
"Halotex",,"Therapy","[u'Haloprogin']",,
"Halothane",,"Therapy",,,
"Harmonyl",,"Therapy","[u'Deserpidine']",,
"Hc (Hydrocortisone)",,"Therapy","[u'Hydrocortisone']",,
"Hc #1",,"Therapy","[u'Hydrocortisone']",,
"Hc #4",,"Therapy","[u'Hydrocortisone']",,
"Head & Shoulders Conditioner",,"Therapy","[u'Pyrithione Zinc']",,
"Heather",,"Therapy","[u'Norethindrone']",,
"Heavy Solution Nupercaine",,"Therapy","[u'Dibucaine Hydrochloride']",,
"Hectorol",,"Therapy","[u'Doxercalciferol']",,
"Hedulin",,"Therapy","[u'Phenindione']",,
"Helicosol",,"Therapy","[u'Urea C-13']",,
"Helidac",,"Therapy","[u'Bismuth Subsalicylate; Metronidazole; Tetracycline Hydrochloride']",,
"Hemabate",,"Therapy","[u'Carboprost Tromethamine']",,
"Hemsol-Hc",,"Therapy","[u'Hydrocortisone Acetate']",,
"Hep Flush Kit In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Lock Flush",,"Therapy","[u'Heparin Sodium']",,
"Heparin Lock Flush In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Lock Flush Preservative Free",,"Therapy","[u'Heparin Sodium']",,
"Heparin Lock Flush Preservative Free In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium",,"Therapy",,,
"Heparin Sodium 1,000 Units And Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 1,000 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 1,000 Units In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 10,000 Units In Dextrose 5%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 10,000 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 10,000 Units In Sodium Chloride 0.45%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 10,000 Units In Sodium Chloride 0.9%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 12,500 Units In Dextrose 5%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 12,500 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 12,500 Units In Sodium Chloride 0.45% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 12,500 Units In Sodium Chloride 0.9%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 2,000 Units And Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 2,000 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 2,000 Units In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 20,000 Units And Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 20,000 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 25,000 Units And Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 25,000 Units In Dextrose 5%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 25,000 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 25,000 Units In Sodium Chloride 0.45% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 25,000 Units In Sodium Chloride 0.9%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 25,000 Units In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 5,000 Units And Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 5,000 Units In Dextrose 5% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 5,000 Units In Sodium Chloride 0.45%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 5,000 Units In Sodium Chloride 0.9%",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium 5,000 Units In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium In Plastic Container",,"Therapy","[u'Heparin Sodium']",,
"Heparin Sodium Preservative Free",,"Therapy","[u'Heparin Sodium']",,
"Hepatamine 8%",,"Therapy","[u'Amino Acids']",,
"Hepatasol 8%",,"Therapy","[u'Amino Acids']",,
"Hepatolite",,"Therapy","[u'Technetium Tc-99M Disofenin Kit']",,
"Hepflush-10",,"Therapy","[u'Heparin Sodium']",,
"Hepsera",,"Therapy","[u'Adefovir Dipivoxil']",,
"Heptalac",,"Therapy","[u'Lactulose']",,
"Herceptin",,"Therapy","[u'Trastuzumab']",,
"Herplex",,"Therapy","[u'Idoxuridine']",,
"Hetrazan",,"Therapy","[u'Diethylcarbamazine Citrate']",,
"Hexa-Betalin",,"Therapy","[u'Pyridoxine Hydrochloride']",,
"Hexa-Germ",,"Therapy","[u'Hexachlorophene']",,
"Hexabrix",,"Therapy","[u'Ioxaglate Meglumine; Ioxaglate Sodium']",,
"Hexadrol",,"Therapy","[u'Dexamethasone Sodium Phosphate']",,
"Hexalen",,"Therapy","[u'Altretamine']",,
"Hexascrub",,"Therapy","[u'Hexachlorophene']",,
"Hi-Cor",,"Therapy","[u'Hydrocortisone']",,
"Hibiclens",,"Therapy","[u'Chlorhexidine Gluconate']",,
"Hibistat",,"Therapy","[u'Chlorhexidine Gluconate']",,
"Hicon",,"Therapy","[u'Sodium Iodide I-131']",,
"Hippuran I 131",,"Therapy","[u'Iodohippurate Sodium I-131']",,
"Hipputope",,"Therapy","[u'Iodohippurate Sodium I-131']",,
"Hiprex",,"Therapy","[u'Methenamine Hippurate']",,
"Hiserpia",,"Therapy","[u'Reserpine']",,
"Hispril",,"Therapy","[u'Diphenylpyraline Hydrochloride']",,
"Histafed",,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']",,
"Histalog",,"Therapy","[u'Betazole Hydrochloride']",,
"Histamine Phosphate",,"Therapy",,,
"Hivid",,"Therapy","[u'Zalcitabine']",,
"Hiwolfia",,"Therapy","[u'Rauwolfia Serpentina Root']",,
"Hms",,"Therapy","[u'Medrysone']",,
"Homapin-10",,"Therapy","[u'Homatropine Methylbromide']",,
"Homapin-5",,"Therapy","[u'Homatropine Methylbromide']",,
"Homatroprine Methylbromide And Hydrocodone Bitartrate",,"Therapy","[u'Homatropine Methylbromide; Hydrocodone Bitartrate']",,
"Humalog",,"Therapy","[u'Insulin Lispro Recombinant']",,
"Humalog Kwikpen",,"Therapy","[u'Insulin Lispro Recombinant']",,
"Humalog Mix 50/50",,"Therapy","[u'Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant']",,
"Humalog Mix 50/50 Kwikpen",,"Therapy","[u'Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant']",,
"Humalog Mix 50/50 Pen",,"Therapy","[u'Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant']",,
"Humalog Mix 75/25",,"Therapy","[u'Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant']",,
"Humalog Mix 75/25 Kwikpen",,"Therapy","[u'Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant']",,
"Humalog Mix 75/25 Pen",,"Therapy","[u'Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant']",,
"Humalog Pen",,"Therapy","[u'Insulin Lispro Recombinant']",,
"Humatin",,"Therapy","[u'Paromomycin Sulfate']",,
"Humatrope",,"Therapy","[u'Somatropin Recombinant']",,
"Humegon",,"Therapy","[u'Menotropins (Fsh;Lh)']",,
"Humira",,"Therapy","[u'Adalimumab']",,
"Humorsol",,"Therapy","[u'Demecarium Bromide']",,
"Humulin 50/50",,"Therapy","[u'Insulin Recombinant Human; Insulin Susp Isophane Recombinant Human']",,
"Humulin 70/30",,"Therapy","[u'Insulin Recombinant Human; Insulin Susp Isophane Recombinant Human']",,
"Humulin 70/30 Pen",,"Therapy","[u'Insulin Recombinant Human; Insulin Susp Isophane Recombinant Human']",,
"Humulin Br",,"Therapy","[u'Insulin Recombinant Human']",,
"Humulin L",,"Therapy","[u'Insulin Zinc Susp Recombinant Human']",,
