"applicationNumber","productNumber","form","dosage","productMarketStatus","tecCode","isReferenceDrug","treatmentTypeName","activeIngredients","interestCategories","isDrug"
20353,3,"Tablet, Extended Release; Oral","EQ 750MG BASE","Prescription",,1,"Naprelan","Naproxen Sodium","Naprelan",TRUE
20355,1,"Spray, Metered; Nasal","0.15MG/SPRAY","Prescription",,1,"Stimate","Desmopressin Acetate","Naprelan",TRUE
20355,2,"Spray, Metered; Nasal","1.5MG/SPRAY","Prescription",,1,"Stimate (Needs No Refrigeration)","Desmopressin Acetate","Stimate",TRUE
20356,1,"Tablet, Extended Release; Oral","10MG","Discontinued",,0,"Sular","Nisoldipine","Stimate (Needs No Refrigeration)",TRUE
20356,2,"Tablet, Extended Release; Oral","20MG","Discontinued",,0,"Sular","Nisoldipine","Sular",TRUE
20356,3,"Tablet, Extended Release; Oral","30MG","Discontinued",,0,"Sular","Nisoldipine","Sular",TRUE
20356,4,"Tablet, Extended Release; Oral","40MG","Discontinued",,0,"Sular","Nisoldipine","Sular",TRUE
20356,5,"Tablet, Extended Release; Oral","34MG","Prescription","AB",1,"Sular","Nisoldipine","Sular",TRUE
20356,6,"Tablet, Extended Release; Oral","25.5MG","Prescription","AB",0,"Sular","Nisoldipine","Sular",TRUE
20356,7,"Tablet, Extended Release; Oral","17MG","Prescription","AB",1,"Sular","Nisoldipine","Sular",TRUE
20356,8,"Tablet, Extended Release; Oral","8.5MG","Prescription","AB",1,"Sular","Nisoldipine","Sular",TRUE
20357,1,"Tablet; Oral","500MG","Prescription","AB",0,"Glucophage","Metformin Hydrochloride","Sular",TRUE
20357,2,"Tablet; Oral","850MG","Prescription","AB",0,"Glucophage","Metformin Hydrochloride","Glucophage",TRUE
20357,3,"Tablet; Oral","625MG","Discontinued",,0,"Glucophage","Metformin Hydrochloride","Glucophage",TRUE
20357,4,"Tablet; Oral","750MG","Discontinued",,0,"Glucophage","Metformin Hydrochloride","Glucophage",TRUE
20357,5,"Tablet; Oral","1GM","Prescription","AB",1,"Glucophage","Metformin Hydrochloride","Glucophage",TRUE
20358,1,"Tablet, Extended Release; Oral","50MG","Discontinued",,0,"Wellbutrin Sr","Bupropion Hydrochloride","Glucophage",TRUE
20358,2,"Tablet, Extended Release; Oral","100MG","Prescription","AB1",0,"Wellbutrin Sr","Bupropion Hydrochloride","Wellbutrin Sr",TRUE
20358,3,"Tablet, Extended Release; Oral","150MG","Prescription","AB1",1,"Wellbutrin Sr","Bupropion Hydrochloride","Wellbutrin Sr",TRUE
20358,4,"Tablet, Extended Release; Oral","200MG","Prescription","AB1",0,"Wellbutrin Sr","Bupropion Hydrochloride","Wellbutrin Sr",TRUE
20360,1,"Injectable; Injection","8% (8GM/100ML)","Prescription",,0,"Hepatasol 8%","Amino Acids","Wellbutrin Sr",TRUE
20363,1,"Tablet; Oral","250MG","Prescription","AB",0,"Famvir","Famciclovir","Hepatasol 8%",TRUE
20363,2,"Tablet; Oral","500MG","Prescription","AB",1,"Famvir","Famciclovir","Famvir",TRUE
20363,3,"Tablet; Oral","125MG","Prescription","AB",0,"Famvir","Famciclovir","Famvir",TRUE
20364,2,"Capsule; Oral","EQ 2.5MG BASE;10MG","Prescription","AB",0,"Lotrel","Amlodipine Besylate; Benazepril Hydrochloride","Famvir",TRUE
20364,3,"Capsule; Oral","EQ 5MG BASE;10MG","Prescription","AB",0,"Lotrel","Amlodipine Besylate; Benazepril Hydrochloride","Lotrel",TRUE
20364,4,"Capsule; Oral","EQ 5MG BASE;20MG","Prescription","AB",0,"Lotrel","Amlodipine Besylate; Benazepril Hydrochloride","Lotrel",TRUE
20364,5,"Capsule; Oral","EQ 10MG BASE;20MG","Prescription","AB",0,"Lotrel","Amlodipine Besylate; Benazepril Hydrochloride","Lotrel",TRUE
20364,6,"Capsule; Oral","EQ 10MG BASE;40MG","Prescription","AB",1,"Lotrel","Amlodipine Besylate; Benazepril Hydrochloride","Lotrel",TRUE
20364,7,"Capsule; Oral","EQ 5MG BASE;40MG","Prescription","AB",0,"Lotrel","Amlodipine Besylate; Benazepril Hydrochloride","Lotrel",TRUE
20367,1,"Injectable; Injection","200 UNITS/VIAL","Prescription",,0,"Cerezyme","Imiglucerase","Lotrel",TRUE
20367,2,"Injectable; Injection","400 UNITS/VIAL","Prescription",,1,"Cerezyme","Imiglucerase","Cerezyme",TRUE
20369,1,"Ointment; Ophthalmic","EQ 0.3% BASE","Prescription",,1,"Ciloxan","Ciprofloxacin Hydrochloride","Cerezyme",TRUE
20372,1,"Injectable; Injection","N/A","Prescription",,1,"Myoview","Technetium Tc-99M Tetrofosmin Kit","Ciloxan",TRUE
20372,2,"Injectable; Injection","N/A","Prescription",,1,"Myoview 30Ml","Technetium Tc-99M Tetrofosmin Kit","Myoview",TRUE
20374,1,"Solution; Intraperitoneal","18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML","Prescription","AT",0,"Inpersol-Lc/Lm W/ Dextrose 1.5% In Plastic Container","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate","Myoview 30Ml",TRUE
20374,2,"Solution; Intraperitoneal","18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML","Prescription","AT",0,"Inpersol-Lc/Lm W/ Dextrose 2.5% In Plastic Container","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate","Inpersol-Lc/Lm W/ Dextrose 1.5% In Plastic Container",TRUE
20374,3,"Solution; Intraperitoneal","18.4MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML","Prescription",,0,"Inpersol-Lc/Lm W/ Dextrose 3.5% In Plastic Container","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate","Inpersol-Lc/Lm W/ Dextrose 2.5% In Plastic Container",TRUE
20374,4,"Solution; Intraperitoneal","18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML","Prescription","AT",0,"Inpersol-Lc/Lm W/ Dextrose 4.25% In Plastic Container","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate","Inpersol-Lc/Lm W/ Dextrose 3.5% In Plastic Container",TRUE
20375,1,"Film, Extended Release; Transdermal","0.05MG/24HR","Prescription","AB2",0,"Climara","Estradiol","Inpersol-Lc/Lm W/ Dextrose 4.25% In Plastic Container",TRUE
20375,2,"Film, Extended Release; Transdermal","0.1MG/24HR","Prescription","AB2",1,"Climara","Estradiol","Climara",TRUE
20375,3,"Film, Extended Release; Transdermal","0.075MG/24HR","Prescription","AB2",0,"Climara","Estradiol","Climara",TRUE
20375,4,"Film, Extended Release; Transdermal","0.025MG/24HR","Prescription","AB2",0,"Climara","Estradiol","Climara",TRUE
20375,5,"Film, Extended Release; Transdermal","0.0375MG/24HR","Prescription","AB",0,"Climara","Estradiol","Climara",TRUE
20375,6,"Film, Extended Release; Transdermal","0.06MG/24HR","Prescription","AB",0,"Climara","Estradiol","Climara",TRUE
20377,1,"Injectable; Injection","50MG/ML","Discontinued",,0,"Cordarone","Amiodarone Hydrochloride","Climara",TRUE
20378,1,"Injectable; Subcutaneous","75 IU/VIAL","Discontinued",,0,"Gonal-F","Follitropin Alfa/Beta","Cordarone",TRUE
20378,2,"Injectable; Subcutaneous","150 IU/VIAL","Discontinued",,0,"Gonal-F","Follitropin Alfa/Beta","Gonal-F",TRUE
20378,3,"Injectable; Subcutaneous","37.5 IU/VIAL","Discontinued",,0,"Gonal-F","Follitropin Alfa/Beta","Gonal-F",TRUE
20378,4,"Injectable; Subcutaneous","1,050 IU/VIAL","Prescription",,0,"Gonal-F","Follitropin Alfa/Beta","Gonal-F",TRUE
20378,5,"Injectable; Subcutaneous","450 IU/VIAL","Prescription",,1,"Gonal-F","Follitropin Alfa/Beta","Gonal-F",TRUE
20379,1,"Injectable; Injection","0.01MG/VIAL","Prescription","AP",0,"Caverject","Alprostadil","Gonal-F",TRUE
20379,2,"Injectable; Injection","0.02MG/VIAL","Prescription","AP",1,"Caverject","Alprostadil","Caverject",TRUE
20379,3,"Injectable; Injection","0.005MG/VIAL","Prescription",,0,"Caverject","Alprostadil","Caverject",TRUE
20379,4,"Injectable; Injection","0.04MG/VIAL","Prescription","AP",1,"Caverject","Alprostadil","Caverject",TRUE
20380,1,"Gel; Topical",0.10%,"Prescription","AB",1,"Differin","Adapalene","Caverject",TRUE
20381,1,"Tablet, Extended Release; Oral","375MG","Discontinued",,0,"Niaspan","Niacin","Differin",TRUE
20381,2,"Tablet, Extended Release; Oral","500MG","Prescription",,0,"Niaspan","Niacin","Niaspan",TRUE
20381,3,"Tablet, Extended Release; Oral","750MG","Prescription",,1,"Niaspan","Niacin","Niaspan",TRUE
20381,4,"Tablet, Extended Release; Oral","1GM","Prescription",,1,"Niaspan","Niacin","Niaspan",TRUE
20381,5,"Tablet, Extended Release; Oral","375MG;500MG;750MG","Discontinued",,0,"Niaspan Titration Starter Pack","Niacin","Niaspan",TRUE
20385,1,"Spray, Metered; Nasal","0.5MG/SPRAY","Prescription",,1,"Nicotrol","Nicotine","Niaspan Titration Starter Pack",TRUE
20386,1,"Tablet; Oral","25MG","Prescription","AB",0,"Cozaar","Losartan Potassium","Nicotrol",TRUE
20386,2,"Tablet; Oral","50MG","Prescription","AB",0,"Cozaar","Losartan Potassium","Cozaar",TRUE
20386,3,"Tablet; Oral","100MG","Prescription","AB",1,"Cozaar","Losartan Potassium","Cozaar",TRUE
20387,1,"Tablet; Oral","12.5MG;50MG","Prescription","AB",0,"Hyzaar","Hydrochlorothiazide; Losartan Potassium","Cozaar",TRUE
20387,2,"Tablet; Oral","25MG;100MG","Prescription","AB",1,"Hyzaar","Hydrochlorothiazide; Losartan Potassium","Hyzaar",TRUE
20387,3,"Tablet; Oral","12.5MG;100MG","Prescription","AB",0,"Hyzaar","Hydrochlorothiazide; Losartan Potassium","Hyzaar",TRUE
20388,1,"Injectable; Injection","EQ 10MG BASE/ML","Prescription","AP",1,"Navelbine","Vinorelbine Tartrate","Hyzaar",TRUE
20389,2,"Cream, Tablet; Topical, Vaginal","1%,100MG","Over The Counter",,0,"Mycelex-7 Combination Pack","Clotrimazole","Navelbine",TRUE
20392,1,"Capsule; Oral","EQ 50MG BASE","Prescription",,0,"Cystagon","Cysteamine Bitartrate","Mycelex-7 Combination Pack",TRUE
20392,2,"Capsule; Oral","EQ 150MG BASE","Prescription",,1,"Cystagon","Cysteamine Bitartrate","Cystagon",TRUE
20393,1,"Spray, Metered; Nasal","0.021MG/SPRAY","Prescription","AB",1,"Atrovent","Ipratropium Bromide","Cystagon",TRUE
20394,1,"Spray, Metered; Nasal","0.042MG/SPRAY","Prescription","AB",1,"Atrovent","Ipratropium Bromide","Atrovent",TRUE
20397,1,"Tablet; Oral","EQ 4MG BASE","Prescription","AB",1,"Zanaflex","Tizanidine Hydrochloride","Atrovent",TRUE
20397,2,"Tablet; Oral","EQ 2MG BASE","Discontinued",,0,"Zanaflex","Tizanidine Hydrochloride","Zanaflex",TRUE
20398,1,"Suspension; Oral","EQ 1MG BASE/ML","Discontinued",,0,"Propulsid","Cisapride Monohydrate","Zanaflex",TRUE
20400,1,"Gel; Topical",0.03%,"Prescription","BT",0,"Avita","Tretinoin","Propulsid",TRUE
20401,1,"Capsule, Extended Release; Oral","120MG","Prescription","AB4",0,"Tiazac","Diltiazem Hydrochloride","Avita",TRUE
20401,2,"Capsule, Extended Release; Oral","180MG","Prescription","AB4",0,"Tiazac","Diltiazem Hydrochloride","Tiazac",TRUE
20401,3,"Capsule, Extended Release; Oral","240MG","Prescription","AB4",0,"Tiazac","Diltiazem Hydrochloride","Tiazac",TRUE
20401,4,"Capsule, Extended Release; Oral","300MG","Prescription","AB4",0,"Tiazac","Diltiazem Hydrochloride","Tiazac",TRUE
20401,5,"Capsule, Extended Release; Oral","360MG","Prescription","AB4",0,"Tiazac","Diltiazem Hydrochloride","Tiazac",TRUE
20401,6,"Capsule, Extended Release; Oral","420MG","Prescription","AB4",1,"Tiazac","Diltiazem Hydrochloride","Tiazac",TRUE
20402,1,"Capsule; Oral","EQ 200MG FREE ACID AND POTASSIUM SALT","Over The Counter",,1,"Advil Liqui-Gels","Ibuprofen","Tiazac",TRUE
20402,2,"Capsule; Oral","EQ 200MG FREE ACID AND POTASSIUM SALT","Over The Counter",,1,"Advil Migraine Liqui-Gels","Ibuprofen","Advil Liqui-Gels",TRUE
20403,1,"Injectable; Injection","EQ 0.64MG BASE/ML","Discontinued",,0,"Zofran And Dextrose In Plastic Container","Ondansetron Hydrochloride","Advil Migraine Liqui-Gels",TRUE
20404,3,"Cream; Topical",0.03%,"Prescription","AB",0,"Avita","Tretinoin","Zofran And Dextrose In Plastic Container",TRUE
20405,1,"Tablet; Oral","0.0625MG","Discontinued",,0,"Lanoxin","Digoxin","Avita",TRUE
20405,2,"Tablet; Oral","0.125MG","Prescription","AB",0,"Lanoxin","Digoxin","Lanoxin",TRUE
20405,3,"Tablet; Oral","0.1875MG","Discontinued",,0,"Lanoxin","Digoxin","Lanoxin",TRUE
20405,4,"Tablet; Oral","0.25MG","Prescription","AB",1,"Lanoxin","Digoxin","Lanoxin",TRUE
20405,5,"Tablet; Oral","0.375MG","Discontinued",,0,"Lanoxin","Digoxin","Lanoxin",TRUE
20405,6,"Tablet; Oral","0.5MG","Discontinued",,0,"Lanoxin","Digoxin","Lanoxin",TRUE
20406,1,"Capsule, Delayed Rel Pellets; Oral","15MG","Prescription","AB",0,"Prevacid","Lansoprazole","Lanoxin",TRUE
20406,2,"Capsule, Delayed Rel Pellets; Oral","30MG","Prescription","AB",1,"Prevacid","Lansoprazole","Prevacid",TRUE
20408,1,"Solution/Drops; Ophthalmic","EQ 2% BASE","Prescription","AT",1,"Trusopt","Dorzolamide Hydrochloride","Prevacid",TRUE
20409,1,"Spray, Metered; Nasal","0.029MG/SPRAY","Discontinued",,0,"Nasarel","Flunisolide","Trusopt",TRUE
20410,1,"Suspension; Oral","EQ 0.175MG IRON/ML","Prescription",,1,"Gastromark","Ferumoxsil","Nasarel",TRUE
20411,1,"Insert, Extended Release; Vaginal","10MG","Prescription",,1,"Cervidil","Dinoprostone","Gastromark",TRUE
20412,1,"Capsule; Oral","5MG","Discontinued",,0,"Zerit","Stavudine","Cervidil",TRUE
20412,2,"Capsule; Oral","15MG","Prescription","AB",0,"Zerit","Stavudine","Zerit",TRUE
20412,3,"Capsule; Oral","20MG","Prescription","AB",0,"Zerit","Stavudine","Zerit",TRUE
20412,4,"Capsule; Oral","30MG","Prescription","AB",0,"Zerit","Stavudine","Zerit",TRUE
20412,5,"Capsule; Oral","40MG","Prescription","AB",1,"Zerit","Stavudine","Zerit",TRUE
20413,1,"For Solution; Oral","1MG/ML","Prescription","AA",1,"Zerit","Stavudine","Zerit",TRUE
20414,1,"Tablet; Oral","30MG","Discontinued",,0,"Pyridostigmine Bromide","Pyridostigmine Bromide","Zerit",TRUE
20415,1,"Tablet; Oral","15MG","Prescription","AB",1,"Remeron","Mirtazapine","Pyridostigmine Bromide",TRUE
20415,2,"Tablet; Oral","30MG","Prescription","AB",0,"Remeron","Mirtazapine","Remeron",TRUE
20415,3,"Tablet; Oral","45MG","Prescription","AB",0,"Remeron","Mirtazapine","Remeron",TRUE
20416,1,"Injectable; Injection","EQ 11.2MG IRON/ML","Prescription",,1,"Feridex I.V.","Ferumoxides","Remeron",TRUE
20417,1,"Film, Extended Release; Transdermal","0.025MG/24HR","Discontinued",,0,"Fempatch","Estradiol","Feridex I.V.",TRUE
20418,1,"Tablet; Oral","100MG","Discontinued",,0,"Motrin","Ibuprofen","Fempatch",TRUE
20420,1,"Injectable; Injection","0.05MG/ML","Discontinued",,0,"Genesa","Arbutamine Hydrochloride","Motrin",TRUE
20421,1,"Cream; Vaginal",2.00%,"Over The Counter",,1,"Femstat 3","Butoconazole Nitrate","Genesa",TRUE
20427,1,"Tablet; Oral","500MG","Prescription",,1,"Sabril","Vigabatrin","Femstat 3",TRUE
20428,1,"Cream; Topical",20.00%,"Prescription",,1,"Azelex","Azelaic Acid","Sabril",TRUE
20429,1,"Tablet; Oral","12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Orudis Kt","Ketoprofen","Azelex",TRUE
20430,1,"Injectable; Injection","750 UNITS/0.6ML","Discontinued",,0,"Orgaran","Danaparoid Sodium","Orudis Kt",TRUE
20438,1,"Capsule; Oral","10MG","Discontinued",,0,"Vesanoid","Tretinoin","Orgaran",TRUE
20439,1,"Solution/Drops; Ophthalmic","EQ 0.25% BASE","Prescription",,1,"Betimol","Timolol","Vesanoid",TRUE
20439,2,"Solution/Drops; Ophthalmic","EQ 0.5% BASE","Prescription",,1,"Betimol","Timolol","Betimol",TRUE
20441,2,"Powder, Metered; Inhalation","0.16MG/INH","Prescription",,1,"Pulmicort","Budesonide","Betimol",TRUE
20441,3,"Powder, Metered; Inhalation","0.32MG/INH","Discontinued",,0,"Pulmicort","Budesonide","Pulmicort",TRUE
20443,1,"Injectable; Injection","EQ 0.5MG BASE/VIAL","Discontinued",,0,"Geref","Sermorelin Acetate","Pulmicort",TRUE
20443,2,"Injectable; Injection","EQ 1MG BASE/VIAL","Discontinued",,0,"Geref","Sermorelin Acetate","Geref",TRUE
20444,1,"Injectable; Injection","EQ 0.5MG BASE/VIAL","Prescription","AP",1,"Flolan","Epoprostenol Sodium","Geref",TRUE
20444,2,"Injectable; Injection","EQ 1.5MG BASE/VIAL","Prescription","AP",1,"Flolan","Epoprostenol Sodium","Flolan",TRUE
20448,1,"Tablet, Chewable; Oral","2MG","Over The Counter",,1,"Imodium A-D Ez Chews","Loperamide Hydrochloride","Flolan",TRUE
20449,1,"Injectable; Injection","EQ 40MG BASE/ML","Prescription",,1,"Taxotere","Docetaxel","Imodium A-D Ez Chews",TRUE
20449,3,"Injectable; Injection","20MG/ML (20MG/ML)","Prescription",,1,"Taxotere","Docetaxel","Taxotere",TRUE
20449,4,"Injectable; Injection","80MG/4ML (20MG/ML)","Prescription",,1,"Taxotere","Docetaxel","Taxotere",TRUE
20450,1,"Injectable; Injection","EQ 50MG PHENYTOIN NA/ML","Discontinued",,0,"Cerebyx","Fosphenytoin Sodium","Taxotere",TRUE
20451,1,"Injectable; Injection","75MG/VIAL","Prescription",,1,"Photofrin","Porfimer Sodium","Cerebyx",TRUE
20452,1,"Injectable; Iv (Infusion)","50MG/5ML (10MG/ML)","Discontinued",,0,"Paraplatin","Carboplatin","Photofrin",TRUE
20452,2,"Injectable; Iv (Infusion)","150MG/15ML (10MG/ML)","Discontinued",,0,"Paraplatin","Carboplatin","Paraplatin",TRUE
20452,3,"Injectable; Iv (Infusion)","450MG/45ML (10MG/ML)","Discontinued",,0,"Paraplatin","Carboplatin","Paraplatin",TRUE
20452,4,"Injectable; Iv (Infusion)","600MG/60ML (10MG/ML)","Discontinued",,0,"Paraplatin","Carboplatin","Paraplatin",TRUE
20453,1,"Cream; Topical",0.10%,"Prescription",,1,"Pandel","Hydrocortisone Probutate","Paraplatin",TRUE
20457,1,"Injectable; Injection","EQ 100MG BASE/VIAL","Prescription",,1,"Etopophos Preservative Free","Etoposide Phosphate","Pandel",TRUE
20458,1,"Capsule; Oral","EQ 25MG ZINC","Prescription",,0,"Galzin","Zinc Acetate","Etopophos Preservative Free",TRUE
20458,2,"Capsule; Oral","EQ 50MG ZINC","Prescription",,1,"Galzin","Zinc Acetate","Galzin",TRUE
20459,1,"Injectable; Injection","EQ 0.1MG BASE/ML","Discontinued",,0,"Revex","Nalmefene Hydrochloride","Galzin",TRUE
20459,2,"Injectable; Injection","EQ 1MG BASE/ML","Discontinued",,0,"Revex","Nalmefene Hydrochloride","Revex",TRUE
20460,1,"Capsule; Oral","250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Cytovene","Ganciclovir","Revex",TRUE
20460,2,"Capsule; Oral","500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Cytovene","Ganciclovir","Cytovene",TRUE
20463,1,"Spray, Metered; Nasal","5.2MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Nasalcrom","Cromolyn Sodium","Cytovene",TRUE
20468,1,"Spray, Metered; Nasal","0.055MG/SPRAY","Prescription","AB",1,"Nasacort Aq","Triamcinolone Acetonide","Nasalcrom",TRUE
20469,1,"Spray, Metered; Nasal","EQ 0.084MG DIPROP/SPRAY","Discontinued",,0,"Vancenase Aq","Beclomethasone Dipropionate Monohydrate","Nasacort Aq",TRUE
20470,2,"Tablet, Extended Release; Oral","10MG;240MG","Over The Counter",,1,"Claritin-D 24 Hour","Loratadine; Pseudoephedrine Sulfate","Vancenase Aq",TRUE
20471,1,"Tablet; Oral","300MG","Discontinued",,0,"Zyflo","Zileuton","Claritin-D 24 Hour",TRUE
20471,3,"Tablet; Oral","600MG","Prescription",,1,"Zyflo","Zileuton","Zyflo",TRUE
20472,1,"Insert, Extended Release; Vaginal","0.0075MG/24HR","Prescription",,1,"Estring","Estradiol","Zyflo",TRUE
20474,1,"Suspension/Drops; Ophthalmic",1.00%,"Prescription",,1,"Vexol","Rimexolone","Estring",TRUE
20475,1,"Gel; Topical",0.10%,"Prescription",,1,"Retin-A Micro","Tretinoin","Vexol",TRUE
20475,2,"Gel; Topical",0.04%,"Prescription",,1,"Retin-A Micro","Tretinoin","Retin-A Micro",TRUE
20476,1,"Suspension/Drops; Oral","40MG/ML","Discontinued",,0,"Motrin","Ibuprofen","Retin-A Micro",TRUE
20478,1,"Liquid; Inhalation",100.00%,"Prescription","AN",1,"Ultane","Sevoflurane","Motrin",TRUE
20479,1,"Concentrate; Oral","100MG/5ML","Prescription",,1,"Gastrocrom","Cromolyn Sodium","Ultane",TRUE
20482,1,"Tablet; Oral","50MG","Prescription","AB",0,"Precose","Acarbose","Gastrocrom",TRUE
20482,2,"Tablet; Oral","100MG","Prescription","AB",0,"Precose","Acarbose","Precose",TRUE
20482,4,"Tablet; Oral","25MG","Prescription","AB",1,"Precose","Acarbose","Precose",TRUE
20484,1,"Injectable; Injection","20,000 IU/ML","Prescription",,1,"Innohep","Tinzaparin Sodium","Precose",TRUE
20485,1,"Solution/Drops; Ophthalmic","0.025%;0.3%","Over The Counter",,1,"Visine-A","Naphazoline Hydrochloride; Pheniramine Maleate","Innohep",TRUE
20486,1,"Aerosol, Metered; Inhalation","0.084MG/INH","Discontinued",,0,"Vanceril Double Strength","Beclomethasone Dipropionate","Visine-A",TRUE
20487,1,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Valtrex","Valacyclovir Hydrochloride","Vanceril Double Strength",TRUE
20487,2,"Tablet; Oral","EQ 1GM BASE","Prescription","AB",1,"Valtrex","Valacyclovir Hydrochloride","Valtrex",TRUE
20488,1,"Injectable; Injection","1GM/100ML","Prescription",,1,"Magnesium Sulfate In Dextrose 5% In Plastic Container","Magnesium Sulfate","Valtrex",TRUE
20488,2,"Injectable; Injection","2GM/100ML","Prescription",,1,"Magnesium Sulfate In Dextrose 5% In Plastic Container","Magnesium Sulfate","Magnesium Sulfate In Dextrose 5% In Plastic Container",TRUE
